ndb	name	kcal	protein	carbs	fats	fiber	sugar	sodium	sat_fat	p1	p1g	p2	p2g
06050	Soup, pea, split with ham, canned, chunky, ready-to-serve	77	4.62	11.17	1.66	1.7	1.91	301	0.66	1 cup	240	1 can,  (19 oz)	539
06051	Soup, pea, split with ham, canned, condensed	141	7.68	20.81	3.28	1.7		630	1.31	.5 cup,  (4 fl oz)	135	1 can,  (11.5 oz)	326
06053	Soup, cream of potato, canned, condensed	74	1.51	12.79	1.88	1.3	1.44	604	0.97	.5 cup	124		
02011	Spices, cloves, ground	274	5.97	65.53	13	33.9	2.38	277	3.952	1 tsp	2.1	1 tbsp	6.5
02012	Spices, coriander leaf, dried	279	21.93	52.1	4.78	10.4	7.27	211	0.115	1 tsp	0.6	1 tbsp	1.8
02013	Spices, coriander seed	298	12.37	54.99	17.77	41.9		35	0.99	1 tsp	1.8	1 tbsp	5
02014	Spices, cumin seed	375	17.81	44.24	22.27	10.5	2.25	168	1.535	1 tsp, whole	2.1	1 tbsp, whole	6
02015	Spices, curry powder	325	14.29	55.83	14.01	53.2	2.76	52	1.648	1 tsp	2	1 tbsp	6.3
02016	Spices, dill seed	305	15.98	55.17	14.54	21.1		20	0.73	1 tsp	2.1	1 tbsp	6.6
02017	Spices, dill weed, dried	253	19.96	55.82	4.36	13.6		208	0.234	1 tsp	1	1 tbsp	3.1
02018	Spices, fennel seed	345	15.8	52.29	14.87	39.8		88	0.48	1 tsp, whole	2	1 tbsp, whole	5.8
02019	Spices, fenugreek seed	323	23	58.35	6.41	24.6		67	1.46	1 tsp	3.7	1 tbsp	11.1
02020	Spices, garlic powder	331	16.55	72.73	0.73	9	2.43	60	0.249	1 tsp	3.1	1 tbsp	9.7
02021	Spices, ginger, ground	335	8.98	71.62	4.24	14.1	3.39	27	2.599	1 tsp	1.8	1 tbsp	5.2
02010	Spices, cinnamon, ground	247	3.99	80.59	1.24	53.1	2.17	10	0.345	1 tsp	2.6	1 tbsp	7.9
02022	Spices, mace, ground	475	6.71	50.5	32.38	20.2		80	9.51	1 tsp	1.7	1 tbsp	5.3
02023	Spices, marjoram, dried	271	12.66	60.56	7.04	40.3	4.09	77	0.529	1 tsp	0.6	1 tbsp	1.7
02024	Spices, mustard seed, ground	508	26.08	28.09	36.24	12.2	6.79	13	1.989	1 tsp	2	1 tbsp	6.3
02025	Spices, nutmeg, ground	525	5.84	49.29	36.31	20.8	2.99	16	25.94	1 tsp	2.2	1 tbsp	7
02026	Spices, onion powder	341	10.41	79.12	1.04	15.2	6.63	73	0.219	1 tsp	2.4	1 tbsp	6.9
02027	Spices, oregano, dried	265	9	68.92	4.28	42.5	4.09	25	1.551	1 tsp, leaves	1	1 tsp, ground	1.8
02028	Spices, paprika	282	14.14	53.99	12.89	34.9	10.34	68	2.14	1 tsp	2.3	1 tbsp	6.8
02029	Spices, parsley, dried	292	26.63	50.64	5.48	26.7	7.27	452	1.378	1 tsp	0.5	1 tbsp	1.6
02030	Spices, pepper, black	251	10.39	63.95	3.26	25.3	0.64	20	1.392	1 tsp, ground	2.3	1 tbsp, ground	6.9
02031	Spices, pepper, red or cayenne	318	12.01	56.63	17.27	27.2	10.34	30	3.26	1 tsp	1.8	1 tbsp	5.3
02032	Spices, pepper, white	296	10.4	68.61	2.12	26.2		5	0.626	1 tsp, ground	2.4	1 tbsp, ground	7.1
02033	Spices, poppy seed	525	17.99	28.13	41.56	19.5	2.99	26	4.517	1 tsp	2.8	1 tbsp	8.8
02034	Spices, poultry seasoning	307	9.59	65.59	7.53	11.3	1.8	27	3.29	1 tsp	1.5	1 tbsp	4.4
03982	Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed	65	2.17	7.64	2.89	0	7.64	24	0.855	1 fl oz	30.4	5 fl oz	152
03983	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed	66	1.84	6.76	3.48	0	6.76	31	1.592	1 fl oz	30.4	5 fl oz	152
03984	Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed	66	1.97	7.21	3.34	0	7.2	38	1.679	1 fl oz	30.4	5 fl oz	152
03985	Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calo ready-to-feed	67	1.97	7.19	3.34	0	7.21	38	1.339	1 fl oz	30.4	5 fl oz	152
03986	Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, ready-to-feed	66	1.38	7.39	3.48	0	7.39	18	1.001	1 fl oz	30.5	5 fl oz	152
03987	Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed	65	1.84	7.15	3.28	0	7.14	26	1.399	1 fl oz	30.4	5 fl oz	152
03988	Infant formula, GERBER, GOOD START, PROTECT PLUS, ready-to-feed	65	1.44	7.17	3.36	0	7.17	18	1.443	1 fl oz	30.4	5 fl oz	152
03989	Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed	66	1.44	7.61	3.34	0	7.61	18	0.975	1 fl oz	30.4	5 fl oz	152
03990	Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed	66	1.44	7.39	3.37	0	7.34	18	1.443	1 fl oz	30.4	5 fl oz	152
05158	Quail, meat only, raw	134	21.76	0	4.53	0		51	1.32	1 quail	92	1 unit,  (yield from 1 lb ready-to cook quail)	342
05159	Quail, breast, meat only, raw	123	22.59	0	2.99	0		55	0.87	3 oz	85	1 unit,  (yield from 1 lb ready-to cook quail)	208
05160	Squab, (pigeon), meat and skin, raw	294	18.47	0	23.8	0		54	8.43	3 oz	85	1 unit,  (yield from 1 lb ready-to-cook squab)	297
05161	Squab, (pigeon), meat only, raw	142	17.5	0	7.5	0		51	1.96	1 unit,  (yield from 1 lb ready-to-cook squab)	251	1 squab	168
05162	Squab, (pigeon), light meat without skin, raw	134	21.76	0	4.52	0		55	1.18	1 breast, bone removed	101	1 unit,  (yield from 1 lb ready-to-cook squab)	151
05165	Turkey, whole, meat and skin, raw	143	21.64	0.13	5.64	0	0.07	112	1.461	3 oz	85	1 bird	5002
05166	Turkey, whole, meat and skin, cooked, roasted	189	28.55	0.06	7.39	0	0	103	2.155	3 oz	85	1 bird	3812
05167	Turkey, whole, meat only, raw	112	22.64	0.14	1.93	0	0.07	118	0.459	3 oz	85	1 bird	5002
05168	Turkey, whole, meat only, cooked, roasted	159	29.06	0	3.84	0	0	101	1.132	3 oz	85	1 bird	3812
05169	Turkey, skin from whole, (light and dark), raw	407	12.96	0.16	38.93	0	0.1	62	10.43	1 oz	28.35	1 lb	453
05170	Turkey, skin from whole (light and dark), roasted	459	23.94	0.57	39.31	0	0	116	11.356	1 serving	85		
05171	Turkey, whole, giblets, raw	124	18.18	0.07	5.09	0	0	136	1.452	3 oz	85	1 giblets	157
05172	Turkey, whole, giblets, cooked, simmered	173	26.44	0	6.61	0	0	117	1.725	1 giblets	95		
05173	Turkey, gizzard, all classes, raw	111	18.8	0	3.37	0	0	147	0.929	1 raw gizzard	63		
05174	Turkey, gizzard, all classes, cooked, simmered	155	26.45	0	4.64	0	0	127	1.059	1 gizzard cooked	45		
06054	CAMPBELL'S Red and White, Chicken Alphabet Soup, condensed	56	2.38	9.52	1.19	0.8	0.79	381	0.397	.5 cup	126		
06114	Gravy, au jus, canned	16	1.2	2.5	0.2	0		478	0.1	.25 cup	59	1 can	298
06115	Gravy, au jus, dry	313	9.2	47.49	9.63			11588	2.026	1 tsp	3		
06116	Gravy, beef, canned, ready-to-serve	53	3.75	4.81	2.36	0.4	0.21	560	1.153	1 cup	233	1 can	291
06117	CAMPBELL'S Red and White, Bean with Bacon Soup, condensed	125	6.25	19.53	2.34	6.3	3.13	672	1.172	1 serving, 1/2 cup	128		
06118	Gravy, brown, dry	367	10.74	59.38	9.61	2		4843	3.319	1 tbsp	6		
06119	Gravy, chicken, canned or bottled, ready-to-serve	48	0.71	5.29	2.62	0.1	0.3	389	0.639	.25 cup	57	1 cup	228
06120	Gravy, chicken, dry	381	11.27	62.09	9.73			4152	2.92	1 tbsp	8	1 serving	8
06121	Gravy, mushroom, canned	50	1.26	5.47	2.71	0.4		570	0.4	1 cup	238	1 can	298
06122	Gravy, mushroom, dry, powder	328	10	64.66	4	4.8	3.26	6580	2.36	1 cup,  (8 fl oz)	21		
06123	Gravy, onion, dry, mix	322	9	67.64	3	6		4186	1.86	1 cup,  (8 fl oz)	24		
06124	Gravy, pork, dry, powder	367	8.78	63.57	8.63	2.4	24.73	5356	4.29	1 serving	6.7		
06125	Gravy, turkey, canned, ready-to-serve	51	2.6	5.1	2.1	0.4	0.21	577	0.62	1 cup	238	1 tbsp	14.9
06126	Gravy, turkey, dry	367	10.42	65.12	7.19			4392	1.975	1 serving	7		
06127	Gravy, unspecified type, dry	344	13	58	8			5730	2.86	1 cup,  (8 fl oz)	25		
06128	Soup, chicken noodle, dry, mix	377	15.42	62.32	6.51	3.2	1.9	3643	1.969	1 packet	74	1 packet,  (6 fl oz)	11.1
06142	Sauce, sofrito, prepared from recipe	237	12.8	5.46	18.2	1.7		1145		.5 cup	103		
06143	USDA Commodity, spaghetti sauce, meatless, canned	48	1.2	8.7	0.9		4.7	590	0.162				
06145	CAMPBELL'S Red and White, Beef Noodle Soup, condensed	56	3.17	6.35	1.59	0.8	0.79	651	0.397	1 serving, 1/2 cup	126		
06146	CAMPBELL'S Red and White, Beef with Vegetables and Barley Soup, condensed	71	3.97	11.9	1.19	2.4	1.59	706	0.794	1 serving, 1/2 cup	126		
06147	Soup, beef mushroom, canned, condensed	61	4.6	5.2	2.4	0.2		709	1.2	.5 cup,  (4 fl oz)	126	1 can,  (10.75 oz)	305
06149	Soup, chicken mushroom, canned, condensed	100	1.61	11.95	4.84	3.2	0.79	669	1.246	.5 cup	124		
06150	Sauce, barbecue	172	0.82	40.77	0.63	0.9	33.24	1027	0.045	1 tbsp	17	.5 cup	143
06151	Sauce, plum, ready-to-serve	184	0.89	42.81	1.04	0.7		538	0.153	1 tbsp	19	1 cup	305
06152	Sauce, pizza, canned, ready-to-serve	54	2.18	8.66	1.15	2	3.78	348	0.46	.25 cup	63		
06158	Soup, tomato bisque, canned, condensed	96	1.76	18.47	1.95	0.8		698	0.42	.5 cup,  (4 fl oz)	129	1 can,  (11 oz), undiluted	312
02038	Spices, sage, ground	315	10.63	60.73	12.75	40.3	1.71	11	7.03	1 tsp	0.7	1 tbsp	2
02039	Spices, savory, ground	272	6.73	68.73	5.91	45.7		24	3.26	1 tsp	1.4	1 tbsp	4.4
02041	Spices, tarragon, dried	295	22.77	50.22	7.24	7.4		62	1.881	1 tsp, leaves	0.6	1 tbsp, leaves	1.8
02042	Spices, thyme, dried	276	9.11	63.94	7.43	37	1.71	55	2.73	1 tsp, leaves	1	1 tbsp, leaves	2.7
02043	Spices, turmeric, ground	312	9.68	67.14	3.25	22.7	3.21	27	1.838	1 tsp	3	1 tbsp	9.4
02044	Basil, fresh	23	3.15	2.65	0.64	1.6	0.3	4	0.041	5 leaves	2.5	2 tbsp, chopped	5.3
02045	Dill weed, fresh	43	3.46	7.02	1.12	2.1		61	0.06	5 sprigs	1	1 cup, sprigs	8.9
02046	Mustard, prepared, yellow	60	3.74	5.83	3.34	4	0.92	1104	0.214	1 tsp,  or 1 packet	5	1 cup	249
02035	Spices, pumpkin pie spice	342	5.76	69.28	12.6	14.8	7.76	52	6.53	1 tsp	1.7	1 tbsp	5.6
02036	Spices, rosemary, dried	331	4.88	64.06	15.22	42.6		50	7.371	1 tsp	1.2	1 tbsp	3.3
02037	Spices, saffron	310	11.43	65.37	5.85	3.9		148	1.586	1 tsp	0.7	1 tbsp	2.1
02047	Salt, table	0	0	0	0	0	0	38758	0	1 tsp	6	1 tbsp	18
02048	Vinegar, cider	21	0	0.93	0	0	0.4	5	0	1 tbsp	14.9	1 cup	239
02049	Thyme, fresh	101	5.56	24.45	1.68	14		9	0.467	1 tsp	0.8	.5 tsp	0.4
02050	Vanilla extract	288	0.06	12.65	0.06	0	12.65	9	0.01	1 tsp	4.2	1 tbsp	13
02051	Vanilla extract, imitation, alcohol	237	0.05	2.41	0	0		4		1 tsp	4.2	1 tbsp	13
02052	Vanilla extract, imitation, no alcohol	56	0.03	14.4	0	0	14.4	3	0	1 tsp	4.2	1 tbsp	13
02053	Vinegar, distilled	18	0	0.04	0	0	0.04	2	0	1 tbsp	14.9	1 cup	238
02054	Capers, canned	23	2.36	4.89	0.86	3.2	0.41	2348	0.233	1 tbsp,  drained	8.6		
02055	Horseradish, prepared	48	1.18	11.29	0.69	3.3	7.99	420	0.09	1 tsp	5	1 tbsp	15
02063	Rosemary, fresh	131	3.31	20.7	5.86	14.1		26	2.838	1 tsp	0.7	1 tbsp	1.7
02064	Peppermint, fresh	70	3.75	14.89	0.94	8		31	0.246	2 leaves	0.1	2 tbsp	3.2
02065	Spearmint, fresh	44	3.29	8.41	0.73	6.8		30	0.191	2 leaves	0.3	2 tbsp	11.4
02066	Spearmint, dried	285	19.93	52.04	6.03	29.8		344	1.577	1 tsp	0.5	1 tbsp	1.6
02068	Vinegar, red wine	19	0.04	0.27	0	0	0	8	0	1 tbsp	14.9	1 cup	239
02069	Vinegar, balsamic	88	0.49	17.03	0		14.95	23	0	1 tbsp	16	1 cup	255
02073	PACE, Dry Taco Seasoning Mix	188	0	56.29	0	18.8	18.76	8068	0	2 tbsp,  (1 serving)	5.3		
02074	Seasoning mix, dry, sazon, coriander & annatto	0	0	0	0	0	0	17000	0	.25 tsp	1		
02075	Seasoning mix, dry, taco, original	322	4.5	58	0	13.3	10.83	7203	0	2 tsp	5.7		
02076	Seasoning mix, dry, chili, original	335	10.82	56.56	7.3	10.8	8.67	4616	0	1.33 tbsp	9		
03991	Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA	66	1.97	6.69	3.54	0	6.69	20	1.018	5 fl oz	153		
03992	Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA	66	1.76	6.67	3.6	0.7	6.66	29	1.477	1 fl oz	30.4	5 fl oz	153
03993	Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA	66	1.4	7.19	3.54	0	7.19	20	2.3	1 fl oz	30.4	5 fl oz	152
03994	Babyfood, fruit, banana and strawberry, junior	109	0.71	25.78	0.37	1.4	19.29	1	0.121	1 bottle	140		
03995	Babyfood, banana with mixed berries, strained	92	1.01	21.31	0.36	1	15	0	0.081	1 packet	99		
03996	Babyfood, Multigrain whole grain cereal, dry fortified	405	6.25	80.89	6.25	6.7	12.5	0	1.058				
03997	Babyfood, Baby MUM MUM Rice Biscuits	391	12.5	83.21	0.87	0	12.5	313	0.238	4 biscuit	8		
03998	Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack	503	0	61.59	28.57	0	0	71	4.669	18 piece	7		
03999	Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA	514	11	55	27.75	0	55	154	18.025	1 scoop	9.5		
04001	Fat, beef tallow	902	0	0	100	0	0	0	49.8	1 tbsp	12.8	1 cup	205
04002	Lard	902	0	0	100	0	0	0	39.2	1 tbsp	12.8	1 cup	205
04011	Salad dressing, KRAFT Mayo Light Mayonnaise	334	0.6	8.5	32.9	0.1	4.2	633	5	1 tbsp	15		
04013	Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing	64	0.2	15.8	0	2	6.8	750	0	1 tbsp	16		
04014	Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing	84	0.2	15.5	2.7	1.9	10.3	788	0.6	1 tbsp	16		
05175	Turkey, heart, all classes, raw	140	16.7	0.4	7.44	0	0	129	1.923	1 piece	24		
05176	Turkey, heart, all classes, cooked, simmered	174	24.88	0	7.52	0	0	140	1.898	1 heart	20		
05177	Turkey, liver, all classes, raw	128	18.26	0	5.5	0	0	131	1.664	1 raw liver	78		
05178	Turkey, liver, all classes, cooked, simmered	189	27	0	8.18	0	0	98	2.304	1 liver cooked	53		
05179	Turkey from whole, neck, meat only, raw	125	16.51	0	6.04	0	0	233	1.647	1 oz	28.35	1 lb	453
05180	Turkey from whole, neck, meat only, cooked, simmered	162	22.48	0	7.36	0	0	246	2.216	1 serving	85		
05181	Turkey from whole, light meat, meat and skin, raw	161	21.96	0.15	7.43	0	0.06	105	1.899	3 oz	85	1 lb	453
05182	Turkey from whole, light meat, meat and skin, cooked, roasted	177	29.55	0.05	5.57	0	0	101	1.603	1 serving	85		
05183	Turkey, dark meat, meat and skin, raw	161	19.81	0.15	8.97	0	0.1	113	2.413	1 oz	28.35	1 lb	453
05184	Turkey, dark meat from whole, meat and skin, cooked, roasted	206	27.27	0.07	9.95	0	0	105	2.93	1 serving	85		
05185	Turkey from whole, light meat, raw	114	23.66	0.14	1.48	0	0.05	113	0.289	1 serving	85		
05186	Turkey, all classes, light meat, cooked, roasted	147	30.13	0	2.08	0	0	99	0.593	1 serving	85		
05187	Turkey from whole, dark meat, meat only, raw	108	21.28	0.15	2.5	0	0.1	124	0.683	1 serving	85		
06056	Soup, cream of shrimp, canned, condensed	72	2.22	6.53	4.14	0.2		685	2.58	.5 cup	126	1 can	305
06057	CAMPBELL'S Red and White, Chicken Broth, condensed	16	0.81	0.81	0.81	0	0.81	621	0	1 serving, 1/2 cup	124		
06058	CAMPBELL'S Red and White, Chicken Gumbo Soup, condensed	48	1.59	7.94	0.79	0.8	1.59	690	0.397	1 serving, 1/2 cup	126		
06061	Soup, tomato beef with noodle, canned, condensed	112	3.55	16.87	3.42	1.2		731	1.27	1 cup,  (8 fl oz)	251	1 can,  (10.75 oz)	305
06062	CAMPBELL'S, Red and White, Chicken Noodle Soup, condensed	47	2.37	5.97	1.53		0	683	0.388	.5 cup	123		
06063	Soup, tomato rice, canned, condensed	93	1.64	17.08	2.12	1.3	5.9	635	0.4	.5 cup,  (4 fl oz)	129	1 can,  (11 oz), undiluted	312
06064	Soup, turkey, chunky, canned, ready-to-serve	57	4.33	5.96	1.87			391	0.52	1 cup,  (8 fl oz)	236	1 can,  (18.75 oz)	532
06067	Soup, chunky vegetable, canned, ready-to-serve	39	1.14	7.9	0.36	1.1	1.56	267	0.045	1 cup	231		
06068	Soup, vegetarian vegetable, canned, condensed	59	1.72	9.78	1.58	0.5	3.13	516	0.24	.5 cup	126	1 can,  (10.5 oz)	298
06070	Soup, chunky beef, canned, ready-to-serve	66	3.97	10.08	1.11	0.6	0.67	338	0.554	1 cup	245	1 can,  (19 oz)	539
06071	Soup, vegetable beef, canned, condensed	63	4.45	8.11	1.51	1.6	0.89	706	0.68	.5 cup	126	1 can,  (10.75 oz)	305
06072	Soup, vegetable with beef broth, canned, condensed	66	2.42	10.7	1.56	1.3	1.64	515	0.36	.5 cup	123	1 can,  (10.5 oz)	298
06075	Soup, beef broth or bouillon, powder, dry	213	15.97	17.4	8.89	0	16.71	26000	4.32	1 cube	3.6	1 packet	6
06076	Soup, beef broth, cubed, dry	170	17.3	16.1	4	0	14.51	24000	1.99	1 cube	3.6		
06080	Soup, chicken broth or bouillon, dry	267	16.66	18.01	13.88	0	17.36	23875	3.43	1 cube	4	1 teaspoon	2
06081	Soup, chicken broth cubes, dry	198	14.6	23.5	4.7	0	0	24000	1.2	1 cube	4.8		
06082	CAMPBELL'S Red and White, Chicken NOODLEO's Soup, condensed	71	2.38	11.9	1.98	0.8	1.59	381	0.794	1 serving, 1/2 cup	126		
06084	CAMPBELL'S Red and White, Chicken Vegetable Soup, condensed	63	2.38	11.9	0.79	1.6	2.38	706	0.397	1 serving, 1/2 cup	126		
06091	CAMPBELL'S Red and White, Beef Broth, condensed	12	2.42	0.81	0	0	0.81	694	0	1 serving, 1/2 cup	124		
06094	Soup, onion, dry, mix	293	7.48	65.07	0.34	6.6	4.65	8031	0.089	1 serving, 1 tbsp	7.5	1 packet	39
06097	CAMPBELL'S Red and White, Beef Consomme, condensed	16	3.23	0.81	0	0	0.81	653	0	1 serving, 1/2 cup	124		
06101	Soup, cream of vegetable, dry, powder	446	8	52.1	24.1	3	17.51	4957	6.03	1 packet	18		
06112	Sauce, teriyaki, ready-to-serve	89	5.93	15.56	0.02	0.1	14.1	3833	0	1 tbsp	18	1 fl oz	36
03000	Clif Z bar	409	5.55	74.72	9.72	8.3	30.56	375	2.721				
03001	Babyfood, juice treats, fruit medley, toddler	347	0	86.68	0.02	0	57.4	89	0	1 packet	28		
03002	Babyfood, meat, beef, strained	81	12.03	2.43	2.52	0	0	41	1.18	1 tbsp	14.7	1 oz	28.35
03003	Babyfood, meat, beef, junior	81	12.03	2.43	2.52	0	0	41	1.18	1 oz	28.35	1 tbsp	14.7
03005	Babyfood, meat, veal, strained	81	13.12	1.51	2.45	0	0	39	1.063	1 tbsp	16	1 oz	28.35
03007	Babyfood, meat, pork, strained	124	14	0	7.1	0	0	42	2.4	1 oz	28.35	1 jar	71
03008	Babyfood, meat, ham, strained	97	11.3	3.7	3.8	0	0	44	1.267	1 tbsp	15	1 oz	28.35
03009	Babyfood, meat, ham, junior	97	11.3	3.7	3.8	0	0	44	1.271	1 oz	28.35	1 jar	71
03010	Babyfood, meat, lamb, strained	87	14.07	0.85	3.41	0	0	43	1.65	1 tbsp	22	1 oz	28.35
03011	Babyfood, meat, lamb, junior	112	15.2	0	5.2	0	0	42	2.56	1 oz	28.35	1 jar	71
03012	Babyfood, meat, chicken, strained	130	13.7	0.1	7.9	0	0	49	2.03	1 tbsp	15	1 oz	28.35
03013	Babyfood, meat, chicken, junior	146	14	0	9.6	0	0	49	2.47	1 tbsp	15	1 oz	28.35
03014	Babyfood, meat, chicken sticks, junior	188	14.6	1.5	14.4	0.2	1.4	408	4.094	1 stick	10	1 jar	71
03015	Babyfood, meat, turkey, strained	111	11.5	1.4	6.2	0	0	49	1.641	1 tbsp	15	1 oz	28.35
03016	Babyfood, meat, turkey, junior	111	11.5	1.4	6.2	0	0	49	1.641	1 tbsp	19	1 container	68
03017	Babyfood, meat, turkey sticks, junior	188	13.7	1.4	14.2	0.5	1.4	440	4.143	1 stick	10	1 jar	71
03019	Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars	330	0.82	76.61	2.24	2	68.65	14	0.364	1 bar	9.9		
03021	Babyfood, meat, meat sticks, junior	184	13.4	1.1	14.6	0.2	0.8	423	5.82	1 stick	10	1 jar	71
03022	Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic	64	1.1	14.82	0	1.2	9.09	20	0				
04015	Salad dressing, russian dressing	355	0.69	31.9	26.18	0.7	17.68	1133	2.39	1 tbsp	15	1 cup	245
04016	Salad dressing, sesame seed dressing, regular	443	3.1	8.6	45.2	1	8.32	1000	6.2	1 tablespoon	15	1 cup	245
04017	Salad dressing, thousand island, commercial, regular	379	1.09	14.64	35.06	0.8	15.18	962	5.092	1 tbsp	16	1 cup	250
04018	Salad dressing, mayonnaise type, regular, with salt	250	0.65	14.78	21.6	0	10.02	653	3.396	1 tbsp	14.7	1 cup	235
04020	Salad dressing, french dressing, reduced fat	222	0.58	31.22	11.52	1.5	16.86	838	0.842	1 tablespoon	16	1 cup	260
04021	Salad dressing, italian dressing, commercial, reduced fat	102	0.39	9.99	6.68	0	9.16	891	0.833	1 tablespoon	15	1 cup	240
04022	Salad dressing, russian dressing, low calorie	141	0.5	27.6	4	0.3	21.87	868	0.6	1 tablespoon	16	1 cup	260
04023	Salad dressing, thousand island dressing, reduced fat	195	0.83	24.06	11.32	1.2	17.31	955	0.746	1 tablespoon	15	1 cup	245
04025	Salad dressing, mayonnaise, regular	680	0.96	0.57	74.85	0	0.57	635	11.703	1 tbsp	13.8	1 cup	220
04026	Salad dressing, mayonnaise, soybean and safflower oil, with salt	717	1.1	2.7	79.4	0	0.48	568	8.6	1 tablespoon	13.8	1 cup	220
04027	Salad dressing, mayonnaise, imitation, soybean	232	0.3	16	19.2	0	6	497	3.3	1 tbsp	15	1 cup	240
04028	Salad dressing, mayonnaise, imitation, milk cream	97	2.1	11.1	5.1	0		504	2.8	1 tablespoon	15	1 cup	240
04029	Salad dressing, mayonnaise, imitation, soybean without cholesterol	482	0.1	15.8	47.7	0	6	353	7.5	1 tablespoon	14.1	1 cup	225
04030	Sandwich spread, with chopped pickle, regular, unspecified oils	389	0.9	22.4	34	0.4	15.18	1000	5.1	1 tablespoon	15	1 cup	245
04031	Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)	884	0	0	100	0	0	0	25	1 tbsp	12.8	1 cup	205
04034	Oil, soybean, salad or cooking, (partially hydrogenated)	884	0	0	100	0	0	0	14.9	1 tbsp	13.6	1 cup	218
04037	Oil, rice bran	884	0	0	100	0	0	0	19.7	1 tablespoon	13.6	1 cup	218
04038	Oil, wheat germ	884	0	0	100	0	0	0	18.8	1 tsp	4.5	1 tablespoon	13.6
04042	Oil, peanut, salad or cooking	884	0	0	100	0	0	0	16.9	1 tbsp	13.5	1 cup	216
04044	Oil, soybean, salad or cooking	884	0	0	100	0	0	0	15.65	1 tbsp	13.6	1 cup	218
04047	Oil, coconut	892	0	0	99.06	0	0	0	82.475	1 tbsp	13.6	1 cup	218
04053	Oil, olive, salad or cooking	884	0	0	100	0	0	2	13.808	1 tablespoon	13.5	1 cup	216
04055	Oil, palm	884	0	0	100	0	0	0	49.3	1 tbsp	13.6	1 cup	216
04058	Oil, sesame, salad or cooking	884	0	0	100	0	0	0	14.2	1 tablespoon	13.6	1 cup	218
04060	Oil, sunflower, linoleic (less than 60%)	884	0	0	100	0	0	0	10.1	1 tbsp	13.6	1 cup	218
04073	Margarine, regular, hard, soybean (hydrogenated)	719	0.9	0.9	80.5	0	0	943	16.7	1 tsp	4.7	1 stick	113
04114	Salad dressing, italian dressing, commercial, regular	240	0.41	12.12	21.12	0	10.77	993	2.948	1 tbsp	14.7	1 cup	235
05188	Turkey, from whole, dark meat, cooked, roasted	173	27.71	0	6.04	0	0	104	1.807	1 serving	85		
05190	Turkey, all classes, back, meat and skin, cooked, roasted	244	26.59	0.16	14.38	0	0	73	4.18	1 cup, chopped or diced	140	.5 back, bone removed	262
05191	Turkey, all classes, breast, meat and skin, raw	157	21.89	0	7.02	0		59	1.91	1 unit,  (yield from 1 lb ready-to-cook turkey)	146	.5 breast, bone removed	1132
05192	Turkey, all classes, breast, meat and skin, cooked, roasted	189	28.71	0	7.41	0		63	2.1	1 unit,  (yield from 1 lb ready-to-cook turkey)	112	.5 breast, bone removed	864
05193	Turkey, all classes, leg, meat and skin, raw	144	19.54	0	6.72	0		74	2.06	1 unit,  (yield from 1 lb ready-to-cook turkey)	105	1 leg, bone removed	816
05194	Turkey, all classes, leg, meat and skin, cooked, roasted	208	27.87	0	9.82	0	0	77	3.06	1 unit,  (yield from 1 lb ready-to-cook turkey)	71	1 leg, bone removed	546
05195	Turkey, all classes, wing, meat and skin, raw	197	20.22	0	12.32	0		55	3.28	1 unit,  (yield from 1 lb ready-to-cook turkey)	33	1 wing, bone removed	256
05196	Turkey, all classes, wing, meat and skin, cooked, roasted	229	27.38	0	12.43	0	0	61	3.39	1 unit,  (yield from 1 lb ready-to-cook turkey)	24	1 wing, bone removed	186
05200	Turkey, fryer-roasters, meat and skin, cooked, roasted	172	28.26	0	5.72	0	0	66	1.65	3 oz	85	.5 turkey, bone removed	808
05215	Turkey, back from whole bird, meat only, raw	113	21.28	0.15	2.5	0	0.1	124		4 oz	114	1 back	1124
05216	Turkey, back, from whole bird, meat only, roasted	173	27.71	0	6.04	0	0	104	1.807	3 oz	85	1 back	911
05219	Turkey, breast, from whole bird, meat only, raw	114	23.66	0.14	1.48	0	0.05	113	0.289	4 oz	114	1 breast	1769
