ndb	name	kcal	protein	carbs	fats	fiber	sugar	sodium	sat_fat	p1	p1g	p2	p2g
13826	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	351	22.77	0	28.11	0		64	11.33	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	289
13827	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, raw	322	16.34	0	27.93	0		54	11.51	1 oz	28.35	1 lb	453.6
13828	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	352	22.26	0	28.5	0		63	11.57	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	267
13829	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	365	22.6	0	29.79	0	0	64	12.01	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	289
13830	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, raw	288	16.75	0	23.95	0		55	9.88	1 oz	28.35	1 lb	453.6
13831	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	315	22.73	0	24.2	0		64	9.81	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	264
13832	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	330	23.1	0	25.63	0		65	10.32	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	289
13833	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, raw	355	16.15	0	31.66	0		53	13.22	1 oz	28.35	1 lb	453.6
13834	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	386	21.95	0	32.38	0		62	13.42	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	274
13835	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	400	22.57	0	33.7	0		65	13.96	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	278
13822	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0" fat, choice, cooked, roasted	190	26.41	0	9.36	0	0	79	3.751	3 oz	85	1 roast	586
13823	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0" fat, select, cooked, roasted	172	27.02	0	7.12	0	0	81	2.929	3 oz	85	1 roast	645
13824	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, raw	306	16.53	0	26.1	0		55	10.76	1 oz	28.35	1 lb	453.6
13838	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, raw	316	16.26	0	27.29	0		55	11.29	1 oz	28.35	1 lb	453.6
13839	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	338	21.55	0	27.22	0		64	11.06	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	267
13840	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	355	23.01	0	28.51	0	0	64	11.5	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	292
13841	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, choice, raw	333	16.03	0	29.34	0		54	12.13	1 oz	28.35	1 lb	453.6
13842	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	370	20.86	0	31.18	0		63	12.67	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	267
13843	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	378	22.5	0	31.28	0		63	12.62	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	296
13844	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, raw	295	16.52	0	24.85	0		56	10.28	1 oz	28.35	1 lb	453.6
13845	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	324	21.55	0	25.71	0		64	10.43	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	267
13846	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	333	23.4	0	25.84	0		65	10.42	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	292
13847	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, prime, raw	367	15.77	0	33.26	0		53	13.96	1 oz	28.35	1 lb	453.6
13848	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	404	20.65	0	34.97	0		62	14.51	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	278
14247	Beverages, tea, black, ready to drink	0	0	0	0	0	0	2	0	16 fl oz	473		
14248	Alcoholic beverage, beer, light, higher alcohol	46	0.25	0.77	0	0	0.09	4	0	12 fl oz	356		
14250	Beverages, AMBER, hard cider	56	0	5.92	0	0	5.92	4	0	12 fl oz	355		
14251	Alcoholic beverages, beer, higher alcohol	58	0.9	0.27	0	0	0	4	0	1 fl oz	30.6	1 bottle	355
14252	Beverages, Malt liquor beverage	40	0.35	0	0	0	0	3	0	1 bottle	1184		
14253	Alcoholic beverages, wine, rose	83	0.36	3.8	0	0	3.8	5	0	1 fl oz	30.3		
14255	Beverages, OCEAN SPRAY, Cran Pomegranate	47	0.07	12.56	0.01	0.6	12	12	0.001	8 fl oz	248		
14256	Beverages, OCEAN SPRAY, Cran Cherry	46	0.19	12.76	0	0.6	12.2	7	0.001	8 fl oz	248		
14257	Beverages, OCEAN SPRAY, Light Cranberry	19	0.22	4.72	0.01	0.7	3.97	15	0.004	8 fl oz	248		
14258	Beverages, OCEAN SPRAY, White Cranberry Peach	45	0.13	11.88	0.01	0.6	11.32	11	0.002	8 fl oz	247		
14259	Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape	23	0.36	5.78	0.02	0.7	5.02	8	0.006	8 fl oz	248		
14260	Beverages, tea, green, brewed, decaffeinated	0	0	0	0	0	0	0	0	240 ml	240		
14261	Beverages, tea, green, ready to drink, unsweetened	0	0	0	0	0	0	7	0	16 fl oz	473		
14262	Beverages, citrus fruit juice drink, frozen concentrate	162	1.2	40.2	0.1	0.2	28.63	3	0.007	1 fl oz	35.2	1 can,  (12 fl oz)	423
14263	Beverages, citrus fruit juice drink, frozen concentrate, prepared with water	46	0.34	11.42	0.03	0.1	8.13	4	0.002	1 fl oz	31	1 serving,  8 fl oz	248
14264	Beverages, fruit punch drink, without added nutrients, canned	48	0	11.97	0	0	11.29	10	0	6.75 fl oz	210	1 cup,  (8 fl oz)	248
14267	Beverages, Fruit punch drink, with added nutrients, canned	47	0	11.94	0	0.2	11.29	38	0	1 fl oz	31	1 cup,  (8 fl oz)	248
14268	Beverages, Fruit punch drink, frozen concentrate	162	0.2	41.4	0	0.4		8	0.003	1 fl oz	34.8	1 can,  (12 fl oz)	418
14269	Beverages, Fruit punch drink, frozen concentrate, prepared with water	46	0.06	11.66	0	0.1	0	5	0.001	1 fl oz	30.9	1 cup	247
14270	Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer	465	0	86.28	13.33	0	66.67	333	13.333	1 serving	15		
15170	Mollusks, oyster, eastern, canned	68	7.06	3.91	2.47	0	0	112	0.631	3 oz	85	1 cup,  undrained	248
15171	Mollusks, oyster, Pacific, raw	81	9.45	4.95	2.3	0		106	0.51	1 medium	50	3 oz	85
15172	Mollusks, scallop, mixed species, raw	69	12.06	3.18	0.49	0	0	392	0.128	1 unit,  2 large or 5 small	30	3 oz	85
15173	Mollusks, scallop, mixed species, cooked, breaded and fried	216	18.07	10.13	10.94			464	2.669	2 large	31		
15174	Mollusks, scallop, mixed species, imitation, made from surimi	99	12.77	10.62	0.41	0		795	0.08	3 oz	85		
15175	Mollusks, squid, mixed species, raw	92	15.58	3.08	1.38	0	0	44	0.358	1 oz, boneless	28.35	3 oz	85
15176	Mollusks, squid, mixed species, cooked, fried	175	17.94	7.79	7.48	0		306	1.878	3 oz	85		
15177	Mollusks, whelk, unspecified, raw	137	23.84	7.76	0.4	0	0	206	0.031	3 oz	85		
15178	Mollusks, whelk, unspecified, cooked, moist heat	275	47.68	15.52	0.8	0		412	0.062	3 oz	85		
15179	Fish, salmon, chinook, smoked, (lox), regular	117	18.28	0	4.32	0		2000	0.929	1 oz	28.35	3 oz	85
15180	Fish, salmon, chum, canned, without salt, drained solids with bone	141	21.43	0	5.5	0		75	1.486	3 oz	85	1 can	369
15181	Fish, salmon, pink, canned, without salt, solids with bone and liquid	139	19.78	0	6.05	0		75	1.535	3 oz	85	1 can	454
15182	Fish, salmon, sockeye, canned, without salt, drained solids with bone	153	20.47	0	7.31	0		75	1.644	3 oz	85	1 can	369
15183	Fish, tuna, light, canned in oil, without salt, drained solids	198	29.13	0	8.21	0		50	1.534	3 oz	85	1 can	171
15184	Fish, tuna, light, canned in water, without salt, drained solids	116	25.51	0	0.82	0	0	50	0.234	3 oz	85	1 can	165
15185	Fish, tuna, white, canned in oil, without salt, drained solids	186	26.53	0	8.08	0		50	1.65	3 oz	85	1 can	178
15186	Fish, tuna, white, canned in water, without salt, drained solids	128	23.62	0	2.97	0		50	0.792	3 oz	85	1 can	172
15187	Fish, bass, freshwater, mixed species, cooked, dry heat	146	24.18	0	4.73	0		90	1.001	1 fillet	62	3 oz	85
15188	Fish, bass, striped, cooked, dry heat	124	22.73	0	2.99	0		88	0.65	1 fillet	124	3 oz	85
15189	Fish, bluefish, cooked, dry heat	159	25.69	0	5.44	0		77	1.172	1 fillet	117	3 oz	85
15190	Fish, burbot, cooked, dry heat	115	24.76	0	1.04	0		124	0.209	1 fillet	90	3 oz	85
15191	Fish, butterfish, cooked, dry heat	187	22.15	0	10.28	0		114		1 fillet	25	3 oz	85
15192	Fish, cod, Pacific, cooked, dry heat (may have been previously frozen)	85	18.73	0	0.5	0	0	372	0.105	1 fillet	90	3 oz	85
15193	Fish, cusk, cooked, dry heat	112	24.35	0	0.88	0		40		1 fillet	95	3 oz	85
15194	Fish, mahimahi, cooked, dry heat	109	23.72	0	0.9	0		113	0.241	3 oz	85	1 fillet	159
15195	Fish, drum, freshwater, cooked, dry heat	153	22.49	0	6.32	0		96	1.434	3 oz	85	1 fillet	154
15196	Fish, halibut, greenland, cooked, dry heat	239	18.42	0	17.74	0		103	3.102	3 oz	85	.5 fillet	159
15197	Fish, herring, Pacific, cooked, dry heat	250	21.01	0	17.79	0		95	4.174	1 fillet	144	3 oz	85
15198	Fish, ling, cooked, dry heat	111	24.35	0	0.82	0		173		3 oz	85	1 fillet	151
15199	Fish, lingcod, cooked, dry heat	109	22.64	0	1.36	0		76	0.255	3 oz	85	.5 fillet	151
15200	Fish, mackerel, king, cooked, dry heat	134	26	0	2.56	0		203	0.465	3 oz	85	.5 fillet	154
15201	Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat	201	25.73	0	10.12	0	0	110	2.881	1 oz, boneless	28.35	1 cubic inch, boneless	17
16588	MORNINGSTAR FARMS Chik'n Grill Veggie Patties, frozen, unprepared	118	12.8	10.2	4.8	5.7	0.2	519	0.4	1 patty	67		
16590	MORNINGSTAR FARMS BBQ Riblets, frozen, unprepared	150	11.4	24.6	2.3	4.7	17.2	438	0.3	1 sauce	142		
16591	WORTHINGTON Leanies, frozen, unprepared	251	19.5	6.1	16.5	3.8	1.2	1078	2.8	1 link	40		
16592	MORNINGSTAR FARMS California Turk'y Burger, frozen, unprepared	155	14.9	12.6	7.7	7.6	1.8	690	0.8	1 burger	64		
16593	MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties, frozen, unprepared	185	21.8	8.5	7.4	2.3	0.2	551	0.9	1 patty	38		
16594	MORNINGSTAR FARMS Lasagna with Veggie Sausage, frozen, unprepared	96	7.1	14.4	2.3	2.3	1.7	208	1	1 entree	284		
16596	MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger, frozen, unprepared	219	22.8	8.9	10.5	2.5	0.6	429	1.9	1 burger	114		
16600	MORNINGSTAR FARMS Sesame Chik'n Entree, frozen, unprepared	116	5.3	17.3	3.5	1.3	6	196	0.4	1 package	269		
16601	MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, frozen, unprepared	118	12.8	10.2	4.8	5.7	0.2	519	0.4	1 patty	67		
16602	MORNINGSTAR FARMS Meal Starters Veggie Meatballs, frozen, unprepared	158	17.7	9.9	5.8	3.6	1.1	487	0.7	5 meatballs	80		
16603	MORNINGSTAR FARMS Breakfast Biscuit Sausage, Egg & Cheese, frozen, unprepared	257	9.3	37.5	8.1	1.5	4	568	4.2	1 biscuit	105		
16606	MORNINGSTAR FARMS Mediterranean Chickpea, frozen, unprepared	200	15.5	19.8	6.5	10.1	1.1	357	0.9	1 Burger	67		
16607	MORNINGSTAR FARMS Buffalo Chik Patties, frozen, unprepared	255	12.1	25.2	12.8	5.1	3	757	1.9	1 patty	71		
16608	MORNINGSTAR FARMS Chik Patties Original, frozen, unprepared	197	11.2	20.5	9.1	3.7	2	676	1.3	1 patty	71		
16609	MORNINGSTAR FARMS Breakfast Pattie, frozen, unprepared	195	23.7	12.6	8.3	7.6	2.2	690	1	1 pattie	38		
16610	MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger, frozen, unprepared	192	10.7	17.8	12.1	10.1	2.1	522	1.2	1 burger	67		
16611	MORNINGSTAR FARMS Parmesan Garlic Wings, frozen, unprepared	227	14.2	24.1	8.6	3.1	1.3	616	1.2	5 Wings	85		
16613	MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin, frozen, unprepared	205	14.3	18.7	9.4	3.8	1.1	639	3.1				
16614	MORNINGSTAR FARMS Breakfast Sandwich Veggie Scramble & Cheese English Muffin, frozen, unprepared	149	10.4	18.9	4.8	2.9	0.6	562	2.2				
16615	MORNINGSTAR FARMS Chipotle Black Bean Crumbles, frozen, unprepared	122	14.4	10.2	4.1	4.3	1.4	491	0.6	.5 cup	56		
16616	MORNINGSTAR FARMS Garden Veggie Nuggets, frozen, unprepared	197	9.6	16.9	12.2	6.9	3.5	420	1.1	5 nuggets	80		
16617	MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree, frozen, unprepared	123	5.8	15.9	5.2	2.6	1.8	277	1.6	1 entree	255		
16587	MORNINGSTAR FARMS Breakfast Sausage Patties Maple Flavored, frozen, unprepared	222	26.3	13.6	7.2	2	5.9	656	0.9				
16618	MORNINGSTAR FARMS Spicy Indian Veggie Burger, frozen, unprepared	189	9.2	17	11.6	7.8	2.2	555	1.5	1 burger	67		
16619	MORNINGSTAR FARMS Tuscan Greens & Beans, frozen, unprepared	112	5.9	11.7	6.3	3.8	2.3	161	3	1 entree	241		
17000	Veal, Australian, rib, rib roast, separable lean only, raw	134	21.7	1.4	4.63	0	0	83	2.053	3 oz	85	1 roast, with bone	325
17001	Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, raw	267	16.88	0	21.59	0		58	9.47	1 oz	28.35	1 lb	453.6
17002	Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, cooked	294	24.52	0	20.94	0	0	72	8.83	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	242
17003	Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4" fat, choice, raw	134	20.29	0	5.25	0		66	1.88	1 oz	28.35	1 lb	453.6
17004	Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4" fat, choice, cooked	206	28.22	0	9.52	0		76	3.4	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	187
17005	Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4" fat, choice, raw	665	6.65	0	70.61	0		31	32.24	1 oz	28.35	1 lb	453.6
17006	Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4" fat, choice, cooked	586	12.16	0	59.18	0	0	58	27.02	3 oz	85	1 unit, cooked (yield from 1 lb raw meat)	286
17007	Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4" fat, choice, raw	201	18.91	0	13.38	0		72	5.83	1 oz	28.35	1 lb	453.6
17008	Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4" fat, choice, cooked, braised	243	28.37	0	13.46	0	0	72	5.63	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	148	3 oz	85
13849	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	393	22.86	0	32.74	0		64	13.59	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	281
13850	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, all grades, raw	254	19.33	0	19.06	0	0	49	7.692	1 oz	28.35	1 lb	453.6
13851	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	291	25.85	0	20.04	0	0	53	7.894	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	268
13852	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	341	22.54	0	27.14	0		63	10.92	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	282
13853	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, raw	263	19.09	0	20.13	0	0	48	8.121	1 oz	28.35	1 lb	453.6
13854	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	304	24.53	0	22.09	0	0	49	8.7	3 oz	85	1 steak,  (yield from 320 g raw meat)	256
13855	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	359	22.28	0	29.21	0		63	11.78	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	278
13856	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, select, raw	246	19.56	0	18	0	0	49	7.264	3 oz	85	1 steak	335
13857	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	278	27.17	0	18	0	0	58	7.088	3 oz	85	1 steak,  (yield from 1 raw steak weighing 321g)	245
13858	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	323	22.76	0	25.02	0		64	10.05	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	285
13859	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, prime, raw	335	16.74	0	29.18	0		53	12.07	1 oz	28.35	1 lb	453.6
13860	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	354	24.13	0	27.86	0		63	11.51	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	268
13861	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	411	22.15	0	35.12	0		65	14.51	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	276
13862	Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	194	27.7	0	9.29	0	0	88	3.868	3 oz	85	1 steak	199
13863	Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	146	20.16	0	7.25	0	0	82	3.153	3 oz	85	1 steak	239
13864	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, choice, raw	195	20.56	0	11.92	0	0	54	4.63	1 oz	28.35	1 lb	453.6
13865	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	235	27.54	0	12.98	0	0	62	4.9	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	313
13866	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, select, raw	184	20.56	0	10.68	0	0	54	4.2	1 oz	28.35	1 lb	453.6
13867	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	218	27.58	0	11.08	0	0	62	4.23	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	313
13868	Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8" fat, all grades, raw	192	20.7	0	11.54	0	0	56	4.544	1 oz	28.35	1 lb	453.6
13869	Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	247	32.76	0	11.87	0	0	43	4.506	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	281
13870	Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	218	26.41	0	11.64	0	0	35	4.418	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	338
14277	Beverages, grape drink, canned	61	0	15.72	0	0	13.06	16	0	1 fl oz	31.3	1 cup,  (8 fl oz)	250
14278	Beverages, tea, green, brewed, regular	1	0.22	0	0	0	0	1	0	1 cup	245	1 fl oz	29.6
14279	Beverages, tea, black, ready-to-drink, peach, diet	1	0	0.25	0	0	0	5	0	1 cup	268		
14280	Beverages, tea, black, ready to drink, decaffeinated, diet	0	0	0.83	0	0	0	4	0	1 cup	240		
14281	Beverages, tea, black, ready to drink, decaffeinated	38	0	8.75	0	0	7.92	8	0	1 cup	240		
14282	Beverages, grape juice drink, canned	57	0	14.55	0	0.1	14.11	9	0	1 fl oz	31.3	6 fl oz	188
14284	Beverages, Cranberry juice cocktail	52	0	12.25	0.34		11.41	2		1 cup	271		
14285	Beverages, OCEAN SPRAY, Ruby Red cranberry	45	0.07	11.58	0.01	0.6	11.02	11	0.003	8 fl oz	227		
14286	Beverages, MOTTS, Apple juice light, fortified with vitamin C	22	0	5.1	0.1	0	4.8	13	0				
14287	Beverages, Lemonade, powder	376	0	97.57	1.05	0.4	94.7	51	0.151	1 serving	18	1 cup	218
14288	Lemonade, powder, prepared with water	14	0	3.59	0.04	0	3.5	6	0	1 fl oz	33	1 cup,  8 fl oz	264
14291	Beverages, SNAPPLE, tea, black and green, ready to drink, peach, diet	2	0.1	0.1	0	0	0	3	0				
14292	Lemonade, frozen concentrate, white	196	0.22	49.89	0.7	0.3	44.46	7	0.025	1 fl oz	36.5	1 can,  (12 fl oz)	438
14293	Lemonade, frozen concentrate, white, prepared with water	40	0.07	10.42	0.04	0	9.98	4	0.006	1 fl oz	30.9	1 cup,  8 fl oz	247
14294	Beverages, SNAPPLE, tea, black and green, ready to drink, lemon, diet	2	0.1	0.1	0	0	0	3	0				
14296	Beverages, lemonade-flavor drink, powder	380	0	97.9	1.01	0	97.15	130	0.183	1 serving	18	.5 scoop,  (2 tbsp)	29
14297	Beverages, lemonade-flavor drink, powder, prepared with water	27	0	6.9	0.07	0	6.87	13	0	1 fl oz	31.8	1 cup,  8 fl oz	255
14303	Limeade, frozen concentrate, prepared with water	52	0	13.79	0	0	13.27	3	0	1 fl oz	30.9	1 cup,  8 fl oz	247
14276	Beverages, Tropical Punch, ready-to-drink	10	0	2.5	0	0	2.5	13	0	1 NLEA Serving	210	200 ml	200
15202	Fish, milkfish, cooked, dry heat	190	26.32	0	8.63	0		92		3 oz	85		
15203	Fish, monkfish, cooked, dry heat	97	18.56	0	1.95	0		23		3 oz	85		
15204	Fish, pike, walleye, cooked, dry heat	119	24.54	0	1.56	0		65	0.319	1 fillet	124	3 oz	85
15205	Fish, pollock, Atlantic, cooked, dry heat	118	24.92	0	1.26	0		110	0.17	3 oz	85	.5 fillet	151
15206	Fish, pout, ocean, cooked, dry heat	102	21.33	0	1.17	0		78	0.41	.5 fillet	137	3 oz	85
15207	Fish, roe, mixed species, cooked, dry heat	204	28.62	1.92	8.23	0		117	1.866	1 oz	28.35	3 oz	85
15208	Fish, sablefish, cooked, dry heat	250	17.19	0	19.62	0		72	4.099	3 oz	85	.5 fillet	151
15209	Fish, salmon, Atlantic, wild, cooked, dry heat	182	25.44	0	8.13	0		56	1.257	3 oz	85	.5 fillet	154
